# id	label	value	aLife	aFiller	aBodies	bLife	bFiller	bBodies	rootOpts	classes	optClasses	randA	replays	secs	heur
INST	T1.GEN.3	TRIVIAL	1	3	3	Fire Elemental;Zombie Goliath	8	5	Barony Vampire	4	4	-|Fire Elemental|Fire Elemental;Zombie Goliath|Zombie Goliath	-	220	6.2	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.12	CAPPED	1	2	4	Armored Warhorse;Canyon Minotaur;Zombie Goliath	6	6	Armored Cancrix*;Horned Turtle	8	8		-	8000	186.4	allin=0,never=0,bodycount=0,safeattack=0
INST	T1.GEN.28	TRIVIAL	1	1	6	Runeclaw Bear;Siege Mastodon	1	6	Zombie Goliath*	4	4	-|Runeclaw Bear|Runeclaw Bear;Siege Mastodon|Siege Mastodon	-	298	6.2	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.39	TRIVIAL	1	4	3	Amphin Cutthroat;Amphin Cutthroat	1	5	Nether Horror;Oreskos Swiftclaw	4	3	-|Amphin Cutthroat|Amphin Cutthroat;Amphin Cutthroat	-	839	15.8	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.53	CAPPED	1	5	4	Amphin Cutthroat;Barony Vampire;Nether Horror	5	5	Canyon Minotaur;Runeclaw Bear	8	8		-	8000	179.8	allin=0,never=0,bodycount=0,safeattack=0
INST	T1.GEN.68	TRIVIAL	1	1	4	Fire Elemental;Horned Turtle;Siege Mastodon	2	4	Maritime Guard*	8	8	-|Fire Elemental|Fire Elemental;Horned Turtle|Fire Elemental;Horned Turtle;Siege Mastodon|Fire Elemental;Siege Mastodon|Horned Turtle|Horned Turtle;Siege Mastodon|Siege Mastodon	-	100	2.0	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.71	CAPPED	0	1	3	Horned Turtle;Runeclaw Bear;Siege Mastodon	4	4	Armored Warhorse;Siege Mastodon	8	8		-	8000	164.2	allin=0,never=0,bodycount=0,safeattack=0
INST	T1.GEN.84	SWING	1	1	3	Armored Cancrix	1	5	Zombie Goliath*	2	2	Armored Cancrix	0.695	91	1.6	allin=1,never=0,bodycount=1,safeattack=1
INST	T1.GEN.97	CAPPED	1	3	5	Regathan Firecat;Zombie Goliath	8	5	Fugitive Wizard*;Siege Mastodon	4	4		-	8000	172.6	allin=0,never=0,bodycount=0,safeattack=0
INST	T1.GEN.106	MULTI	1	1	6	Bonebreaker Giant;Canyon Minotaur	4	4	Bronze Sable;Fire Elemental*	4	4	-|Bonebreaker Giant	-	544	10.5	allin=0,never=1,bodycount=0,safeattack=0
