# id	label	value	aLife	aFiller	aBodies	bLife	bFiller	bBodies	rootOpts	classes	optClasses	randA	replays	secs	heur
INST	T1.GEN.1	TRIVIAL	1	3	6	Runeclaw Bear	2	4	Nether Horror*	2	2	-|Runeclaw Bear	-	44	1.3	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.8	TRIVIAL	1	1	4	Zombie Goliath;Zombie Goliath	7	4	Siege Mastodon*	4	3	-|Zombie Goliath|Zombie Goliath;Zombie Goliath	-	480	5.1	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.22	SWING	1	6	4	Oreskos Swiftclaw	1	5	Bonebreaker Giant*;Nether Horror*	2	2	Oreskos Swiftclaw	0.580	67	0.5	allin=1,never=0,bodycount=1,safeattack=1
INST	T1.GEN.34	CAPPED	1	1	6	Fugitive Wizard;Regathan Firecat;Siege Mastodon	4	6	Armored Cancrix;Fire Elemental*	8	8	-	-	8000	77.9	allin=0,never=1,bodycount=0,safeattack=0
INST	T1.GEN.48	SWING	1	1	5	Amphin Cutthroat;Nether Horror	6	6	Barony Vampire*;Regathan Firecat*	4	4	Amphin Cutthroat;Nether Horror	0.390	4203	35.0	allin=1,never=0,bodycount=1,safeattack=1
INST	T1.GEN.66	HOLD	1	4	6	Armored Warhorse;Oreskos Swiftclaw	5	5	Nether Horror*;Regathan Firecat	4	4	-	0.405	767	5.2	allin=0,never=1,bodycount=0,safeattack=1
INST	T1.GEN.70	TRIVIAL	1	1	6	Fire Elemental;Horned Turtle	6	5	Maritime Guard*	4	4	-|Fire Elemental|Fire Elemental;Horned Turtle|Horned Turtle	-	192	1.4	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.81	CAPPED	1	1	6	Amphin Cutthroat;Bronze Sable;Runeclaw Bear	3	4	Armored Cancrix;Armored Cancrix*	8	8	-|Amphin Cutthroat	-	8000	60.2	allin=0,never=1,bodycount=0,safeattack=1
INST	T1.GEN.95	MULTI	1	3	6	Fire Elemental;Nether Horror;Zombie Goliath	4	6	Bonebreaker Giant;Siege Mastodon	8	8	-|Fire Elemental|Fire Elemental;Nether Horror;Zombie Goliath|Nether Horror|Nether Horror;Zombie Goliath|Zombie Goliath	-	2690	22.0	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.103	CAPPED	1	2	6	Armored Cancrix;Fire Elemental;Fugitive Wizard	7	6	Amphin Cutthroat;Nether Horror	8	8	-|Armored Cancrix	-	8000	77.9	allin=0,never=1,bodycount=0,safeattack=1
INST	T1.GEN.114	DEAD	0	2	3	Armored Warhorse;Fugitive Wizard	3	6	Bronze Sable;Nether Horror	4	4	-|Armored Warhorse|Armored Warhorse;Fugitive Wizard|Fugitive Wizard	-	1443	8.4	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.125	TRIVIAL	1	1	5	Armored Warhorse	2	4	Armored Cancrix*	2	2	-|Armored Warhorse	-	184	1.0	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.131	MULTI	1	1	5	Fire Elemental;Fugitive Wizard;Fugitive Wizard	4	6	Canyon Minotaur*;Fugitive Wizard	8	6	-|Fire Elemental|Fire Elemental;Fugitive Wizard|Fugitive Wizard	-	4578	39.5	allin=0,never=1,bodycount=0,safeattack=1
INST	T1.GEN.135	TRIVIAL	1	1	5	Horned Turtle;Runeclaw Bear	1	5	Oreskos Swiftclaw*;Regathan Firecat	4	4	-|Horned Turtle|Horned Turtle;Runeclaw Bear|Runeclaw Bear	-	488	3.2	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.147	TRIVIAL	1	1	4	Armored Cancrix;Bronze Sable	1	5	Fire Elemental*	4	4	-|Armored Cancrix|Armored Cancrix;Bronze Sable|Bronze Sable	-	176	1.1	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.152	SWING	1	2	5	Armored Cancrix;Fugitive Wizard	1	6	Bonebreaker Giant*;Maritime Guard	4	4	Armored Cancrix;Fugitive Wizard	0.680	4985	41.4	allin=1,never=0,bodycount=1,safeattack=0
INST	T1.GEN.156	HOLD	1	5	6	Horned Turtle	1	4	Barony Vampire;Barony Vampire*	2	2	-	0.600	3825	24.8	allin=0,never=1,bodycount=1,safeattack=0
INST	T1.GEN.164	TRIVIAL	1	2	6	Bonebreaker Giant;Maritime Guard;Oreskos Swiftclaw	8	3	Oreskos Swiftclaw*	8	8	-|Bonebreaker Giant|Bonebreaker Giant;Maritime Guard|Bonebreaker Giant;Maritime Guard;Oreskos Swiftclaw|Bonebreaker Giant;Oreskos Swiftclaw|Maritime Guard|Maritime Guard;Oreskos Swiftclaw|Oreskos Swiftclaw	-	178	0.9	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.172	CAPPED	1	7	5	Amphin Cutthroat;Fire Elemental	6	5	Siege Mastodon*;Zombie Goliath	4	4	-	-	8000	65.3	allin=0,never=1,bodycount=0,safeattack=1
INST	T1.GEN.178	TRIVIAL	1	1	4	Nether Horror;Siege Mastodon	7	5	Nether Horror	4	4	-|Nether Horror|Nether Horror;Siege Mastodon|Siege Mastodon	-	547	3.4	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.187	TRIVIAL	1	4	4	Bronze Sable;Oreskos Swiftclaw;Siege Mastodon	3	4	Amphin Cutthroat;Runeclaw Bear*	8	8	-|Bronze Sable|Bronze Sable;Oreskos Swiftclaw|Bronze Sable;Oreskos Swiftclaw;Siege Mastodon|Bronze Sable;Siege Mastodon|Oreskos Swiftclaw|Oreskos Swiftclaw;Siege Mastodon|Siege Mastodon	-	7905	55.7	allin=1,never=1,bodycount=1,safeattack=1
INST	T1.GEN.191	CAPPED	1	3	4	Armored Warhorse;Bronze Sable;Horned Turtle	5	6	Armored Cancrix;Armored Cancrix*	8	8		-	8000	67.2	allin=0,never=0,bodycount=0,safeattack=0
INST	T1.GEN.197	MULTI	1	2	4	Armored Cancrix;Barony Vampire;Fire Elemental	6	3	Oreskos Swiftclaw;Runeclaw Bear	8	8	-|Armored Cancrix|Armored Cancrix;Fire Elemental|Barony Vampire|Barony Vampire;Fire Elemental|Fire Elemental	-	988	5.5	allin=0,never=1,bodycount=0,safeattack=1
